,docket,year,issue,issue_area,case_source_circuit,case_origin_circuit,lc_direction,lc_disposition,overturn_count_predict,overturn_count_actual,overturn_predict,overturn_actual,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_1_dir,justice_2_dir,justice_3_dir,justice_4_dir,justice_5_dir,justice_6_dir,justice_7_dir,justice_8_dir,justice_9_dir,justice_chief,correct
1809,1962-022-01,1962,30170.0,3.0,0.0,0.0,1.0,3.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4565456545654565,1.5154494382022472,1.5269230769230768,1.627906976744186,1.6842105263157894,1.7132262051915945,1.7593283582089552,1.7724550898203593,1.7732656514382403,1.0,False
1810,1962-023-01,1962,70200.0,7.0,2.0,2.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4566410537870471,1.5154277699859748,1.5268199233716475,1.6222222222222222,1.6666666666666667,1.712700369913687,1.7588454376163873,1.7721587819467102,1.7735211267605633,1.0,True
1811,1962-024-01,1962,120030.0,12.0,0.0,0.0,1.0,3.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4566410537870471,1.5154277699859748,1.5268199233716475,1.6222222222222222,1.6666666666666667,1.712700369913687,1.7588454376163873,1.7721587819467102,1.7735211267605633,1.0,True
1812,1962-025-01,1962,10020.0,1.0,4.0,4.0,1.0,9.0,0.4444444444444444,1.0,False,True,0,0,0,0,0,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,False
1813,1962-026-01,1962,90340.0,9.0,9.0,9.0,2.0,1.0,0.3333333333333333,0.3333333333333333,False,False,1,0,1,1,0,0,0,0.0,0.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,0.0,True
1814,1962-027-01,1962,90340.0,9.0,11.0,11.0,1.0,-99.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,True
1815,1962-028-01,1962,80260.0,8.0,2.0,2.0,2.0,-99.0,0.4444444444444444,0.7777777777777778,False,True,1,1,0,1,1,0,0,0.0,0.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,0.0,False
1816,1962-029-01,1962,90090.0,9.0,9.0,9.0,2.0,3.0,0.7777777777777778,1.0,True,True,1,1,1,1,1,1,0,1.0,0.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,0.0,True
1817,1962-030-01,1962,10090.0,1.0,7.0,7.0,1.0,2.0,0.6666666666666666,0.3333333333333333,True,False,0,0,0,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,False
1818,1962-031-01,1962,90020.0,9.0,2.0,2.0,2.0,2.0,0.4444444444444444,0.6666666666666666,False,True,1,1,0,1,1,0,0,0.0,0.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,0.0,False
1819,1962-032-01,1962,30010.0,3.0,0.0,0.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,True
1820,1962-033-01,1962,10050.0,1.0,9.0,9.0,1.0,2.0,0.7777777777777778,0.5555555555555556,True,True,0,0,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,True
1821,1962-034-01,1962,80010.0,8.0,5.0,5.0,1.0,3.0,0.8888888888888888,0.7777777777777778,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,True
1822,1962-035-01,1962,40030.0,4.0,12.0,12.0,1.0,2.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,False
1823,1962-036-01,1962,120010.0,12.0,9.0,9.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4533622559652928,1.5149617258176757,1.5187265917602997,1.5757575757575757,1.5964912280701755,1.7132442284325637,1.7596685082872927,1.7720151269584008,1.7733631785114718,1.0,True
1824,1962-037-01,1962,100020.0,10.0,0.0,0.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4545454545454546,1.5156358582348854,1.5205223880597014,1.6,1.603448275862069,1.7139393939393939,1.760110294117647,1.7722611980572045,1.7736165455561765,1.0,True
1825,1962-038-01,1962,90140.0,9.0,0.0,0.0,1.0,3.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4545454545454546,1.5156358582348854,1.5205223880597014,1.6,1.603448275862069,1.7139393939393939,1.760110294117647,1.7722611980572045,1.7736165455561765,1.0,True
1826,1962-039-01,1962,80220.0,8.0,3.0,3.0,1.0,8.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1827,1962-040-01,1962,70100.0,7.0,12.0,12.0,1.0,2.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,False
1828,1962-041-01,1962,100020.0,10.0,0.0,0.0,2.0,3.0,0.8888888888888888,1.0,True,True,1,1,1,1,1,1,1,0.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1829,1962-042-01,1962,80010.0,8.0,8.0,8.0,1.0,-99.0,0.8888888888888888,0.6666666666666666,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1830,1962-043-01,1962,120020.0,12.0,13.0,13.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1831,1962-044-01,1962,120020.0,12.0,4.0,4.0,1.0,2.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1832,1962-045-01,1962,30190.0,3.0,0.0,0.0,1.0,6.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1833,1962-046-01,1962,100030.0,10.0,0.0,0.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1834,1962-047-01,1962,80040.0,8.0,0.0,0.0,1.0,3.0,0.8888888888888888,0.6666666666666666,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1835,1962-048-01,1962,120010.0,12.0,8.0,22.0,2.0,2.0,0.1111111111111111,0.4444444444444444,False,False,0,0,0,0,0,0,0,0.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,0.0,True
1836,1962-049-01,1962,20280.0,2.0,9.0,9.0,2.0,-99.0,0.5555555555555556,0.4444444444444444,True,False,1,1,1,1,1,0,0,0.0,0.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,0.0,False
1837,1962-050-01,1962,10580.0,1.0,10.0,10.0,1.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1838,1962-051-01,1962,20280.0,2.0,12.0,12.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4546424759871932,1.5175740868366643,1.5191256830601092,1.608695652173913,1.6285714285714286,1.7159904534606205,1.7611262488646684,1.7706323687031083,1.771920088790233,1.0,True
1839,1962-052-01,1962,30150.0,3.0,0.0,0.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.45580404685836,1.5178817056396148,1.519927536231884,1.6326530612244898,1.643835616438356,1.7170035671819264,1.7617753623188406,1.771000535045479,1.7722991689750693,1.0,True
1840,1962-053-01,1962,90310.0,9.0,12.0,12.0,2.0,9.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1.0,1.0,1.45580404685836,1.5178817056396148,1.519927536231884,1.6326530612244898,1.643835616438356,1.7170035671819264,1.7617753623188406,1.771000535045479,1.7722991689750693,1.0,False
1841,1962-054-01,1962,80040.0,8.0,0.0,0.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.45580404685836,1.5178817056396148,1.519927536231884,1.6326530612244898,1.643835616438356,1.7170035671819264,1.7617753623188406,1.771000535045479,1.7722991689750693,1.0,True
1842,1962-055-01,1962,80010.0,8.0,6.0,6.0,2.0,-99.0,0.2222222222222222,0.6666666666666666,False,True,1,0,0,0,1,0,0,0.0,0.0,1.4558979808714134,1.518543956043956,1.51985559566787,1.6274509803921569,1.6486486486486487,1.716488730723606,1.7622061482820977,1.7712453233564938,1.7719977863862757,0.0,False
1843,1962-056-01,1962,70190.0,7.0,7.0,7.0,1.0,2.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4558979808714134,1.518543956043956,1.51985559566787,1.6274509803921569,1.6486486486486487,1.716488730723606,1.7622061482820977,1.7712453233564938,1.7719977863862757,1.0,False
1844,1962-057-01,1962,10020.0,1.0,7.0,7.0,1.0,2.0,0.7777777777777778,0.5555555555555556,True,True,0,0,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1845,1962-058-01,1962,10120.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1846,1962-059-01,1962,20320.0,2.0,0.0,0.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1847,1962-060-01,1962,20090.0,2.0,11.0,11.0,2.0,-99.0,0.5555555555555556,0.1111111111111111,True,False,1,1,1,1,1,0,0,0.0,0.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,0.0,False
1848,1962-061-01,1962,10020.0,1.0,2.0,2.0,2.0,3.0,0.7777777777777778,0.3333333333333333,True,False,1,1,1,1,1,1,1,0.0,0.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,False
1849,1962-062-01,1962,20370.0,2.0,7.0,7.0,2.0,2.0,0.4444444444444444,0.0,False,False,1,1,1,1,0,0,0,0.0,0.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,0.0,True
1850,1962-063-01,1962,20370.0,2.0,0.0,0.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1851,1962-064-01,1962,70080.0,7.0,6.0,6.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1852,1962-065-01,1962,10010.0,1.0,0.0,0.0,1.0,2.0,0.7777777777777778,1.0,True,True,0,0,1,1,1,1,1,1.0,1.0,1.4549266247379455,1.5180394826412527,1.5185185185185186,1.6436781609195403,1.6825396825396826,1.7184579439252337,1.7631814119749776,1.7717622080679405,1.7725274725274724,1.0,True
1853,1962-066-01,1962,30010.0,3.0,0.0,0.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4549266247379455,1.5180394826412527,1.5185185185185186,1.6436781609195403,1.6825396825396826,1.7184579439252337,1.7631814119749776,1.7717622080679405,1.7725274725274724,1.0,True
1854,1962-067-01,1962,90390.0,9.0,0.0,0.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4549266247379455,1.5180394826412527,1.5185185185185186,1.6436781609195403,1.6825396825396826,1.7184579439252337,1.7631814119749776,1.7717622080679405,1.7725274725274724,1.0,True
1855,1962-068-01,1962,90140.0,9.0,0.0,0.0,2.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4549266247379455,1.5180394826412527,1.5185185185185186,1.6436781609195403,1.6825396825396826,1.7184579439252337,1.7631814119749776,1.7717622080679405,1.7725274725274724,1.0,True
1856,1962-069-01,1962,30150.0,3.0,0.0,0.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454736842105263,1.5180887372013652,1.5186500888099468,1.6506024096385543,1.6779661016949152,1.7183098591549295,1.7632286995515696,1.771808510638298,1.7725770925110131,1.0,True
1857,1962-070-01,1962,80060.0,8.0,9.0,9.0,1.0,3.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4560669456066946,1.5180149558123726,1.5202108963093146,1.651685393258427,1.6923076923076923,1.719114219114219,1.7636039250669044,1.7720042417815483,1.7727771679473106,1.0,True
1858,1962-071-01,1962,80100.0,8.0,0.0,0.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4560669456066946,1.5180149558123726,1.5202108963093146,1.651685393258427,1.6923076923076923,1.719114219114219,1.7636039250669044,1.7720042417815483,1.7727771679473106,1.0,True
1859,1962-072-01,1962,80130.0,8.0,9.0,9.0,1.0,6.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1860,1962-073-01,1962,80130.0,8.0,9.0,9.0,2.0,3.0,0.2222222222222222,0.1111111111111111,False,False,1,1,0,0,0,0,0,0.0,0.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,0.0,True
1861,1962-074-01,1962,80030.0,8.0,2.0,2.0,1.0,3.0,0.8888888888888888,0.7777777777777778,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1862,1962-075-01,1962,80220.0,8.0,5.0,11.0,1.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,False
1863,1962-076-01,1962,70080.0,7.0,5.0,5.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1864,1962-077-01,1962,80070.0,8.0,5.0,5.0,1.0,3.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1865,1962-078-01,1962,80040.0,8.0,0.0,0.0,1.0,2.0,0.8888888888888888,0.8888888888888888,True,True,0,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1866,1962-079-01,1962,100120.0,10.0,0.0,0.0,2.0,2.0,0.5555555555555556,1.0,True,True,1,1,1,1,1,0,0,0.0,0.0,1.4552929085303186,1.5188172043010753,1.5273037542662116,1.6761904761904762,1.7222857142857142,1.7317073170731707,1.7658450704225352,1.7735155018392013,1.77379010331702,0.0,True
1867,1962-080-01,1962,80110.0,8.0,10.0,10.0,1.0,-99.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4552929085303186,1.5188172043010753,1.5273037542662116,1.6761904761904762,1.7222857142857142,1.7317073170731707,1.7658450704225352,1.7735155018392013,1.77379010331702,1.0,True
1868,1962-081-01,1962,10170.0,1.0,5.0,5.0,1.0,2.0,0.7777777777777778,0.5555555555555556,True,True,0,0,1,1,1,1,1,1.0,1.0,1.4552929085303186,1.5188172043010753,1.5273037542662116,1.6761904761904762,1.7222857142857142,1.7317073170731707,1.7658450704225352,1.7735155018392013,1.77379010331702,1.0,True
1869,1962-082-01,1962,80220.0,8.0,2.0,2.0,1.0,8.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4552929085303186,1.5188172043010753,1.5273037542662116,1.6761904761904762,1.7222857142857142,1.7317073170731707,1.7658450704225352,1.7735155018392013,1.77379010331702,1.0,True
1870,1962-083-01,1962,20320.0,2.0,0.0,-99.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1871,1962-084-01,1962,20320.0,2.0,0.0,0.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1872,1962-085-01,1962,20320.0,2.0,0.0,0.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1873,1962-086-01,1962,20320.0,2.0,0.0,-99.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1874,1962-087-01,1962,20320.0,2.0,0.0,0.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555785123966942,1.519217801753203,1.5266781411359724,1.68,1.72183908045977,1.7272727272727273,1.7656940760389037,1.773445732349842,1.7737186477644493,1.0,True
1875,1962-088-01,1962,20320.0,2.0,0.0,0.0,1.0,-99.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4552929085303186,1.5188172043010753,1.5273037542662116,1.6761904761904762,1.7222857142857142,1.7317073170731707,1.7658450704225352,1.7735155018392013,1.77379010331702,1.0,True
1876,1962-089-01,1962,10020.0,1.0,9.0,9.0,1.0,2.0,0.7777777777777778,0.7777777777777778,True,True,0,0,1,1,1,1,1,1.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,1.0,True
1877,1962-090-01,1962,70110.0,7.0,6.0,6.0,1.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,1.0,False
1878,1962-091-01,1962,120010.0,12.0,2.0,2.0,2.0,3.0,0.1111111111111111,0.0,False,False,0,0,0,0,0,0,0,0.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,0.0,True
1879,1962-092-01,1962,100010.0,10.0,-99.0,-99.0,2.0,-99.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,1.0,False
1880,1962-093-01,1962,10120.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,1.0,True
1881,1962-094-01,1962,20040.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.4555669050051072,1.5187416331994645,1.5304054054054055,1.6818181818181819,1.7230419977298523,1.75,1.766199649737303,1.7742273441592458,1.7745257452574525,1.0,True
1882,1962-095-01,1962,80100.0,8.0,0.0,0.0,2.0,3.0,0.1111111111111111,0.7777777777777778,False,True,1,0,0,0,0,0,0,0.0,0.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,0.0,False
1883,1962-096-01,1962,10160.0,1.0,0.0,0.0,2.0,4.0,0.3333333333333333,0.7777777777777778,False,True,1,1,0,1,0,0,0,0.0,0.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,0.0,False
1884,1962-097-01,1962,40020.0,4.0,0.0,0.0,1.0,2.0,0.8888888888888888,0.7777777777777778,True,True,0,1,1,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,True
1885,1962-098-01,1962,70030.0,7.0,0.0,0.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,True
1886,1962-099-01,1962,80110.0,8.0,9.0,9.0,2.0,-99.0,0.1111111111111111,0.5555555555555556,False,True,1,0,0,0,0,0,0,0.0,0.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,0.0,False
1887,1962-100-01,1962,10090.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.2222222222222222,True,False,0,0,0,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,False
1888,1962-101-01,1962,120010.0,12.0,5.0,22.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,True
1889,1962-102-01,1962,80070.0,8.0,1.0,1.0,1.0,3.0,0.8888888888888888,0.8888888888888888,True,True,0,1,1,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,True
1890,1962-103-01,1962,70190.0,7.0,3.0,3.0,1.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,1.0,True
1891,1962-104-01,1962,90150.0,9.0,0.0,0.0,1.0,2.0,0.4444444444444444,0.0,False,False,0,0,0,1,0,1,0,1.0,1.0,1.455095862764884,1.5192563081009296,1.531456953642384,1.680327868852459,1.7211646136618142,1.7272727272727273,1.7642980935875217,1.7738287560581583,1.7751171264966163,0.0,True
1892,1962-105-01,1962,20080.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454,1.5214521452145215,1.535073409461664,1.6946564885496183,1.7239467849223946,1.7407407407407407,1.766122098022356,1.7743837084673098,1.7761658031088083,1.0,True
1893,1962-106-01,1962,20080.0,2.0,0.0,0.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.454,1.5214521452145215,1.535073409461664,1.6946564885496183,1.7239467849223946,1.7407407407407407,1.766122098022356,1.7743837084673098,1.7761658031088083,1.0,True
